region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
2104522,50,1419,425,175,1399,1.0,607,2.1
2104523,44,1300,405,175,1062,1.1,751,2.1
2104524,41,1400,436,195,1018,1.1,876,2.2
2104525,45,1257,483,215,981,1.1,818,2.4
2104526,44,1083,509,205,1018,1.1,1048,2.5
2104527,40,1302,509,188,1100,1.1,833,2.3
2104528,31,1500,416,168,941,1.1,759,2.7
2104529,0,0,0,0,0,0,0,0
2104530,51,1842,383,195,822,1.1,705,2.2
2104531,39,1538,424,223,905,1.1,716,2.0
2104532,46,901,459,215,945,1.1,839,2.0
2104533,44,1625,472,270,1006,1.0,804,2.1
2104534,44,910,421,300,955,1.0,900,2.3
2104535,47,1083,403,157,811,1.1,675,2.0
2104601,31,2284,505,200,2059,1.1,1297,2.4
2104602,39,2000,687,255,2031,1.1,1483,2.6
2104603,41,2000,643,155,1816,1.0,1204,2.2
2104604,38,2041,583,230,1799,1.1,1028,2.4
2104605,48,1504,707,265,2374,1.0,1978,2.7
2104606,35,1993,564,285,1432,1.1,1170,2.2
2104607,33,1500,588,285,1522,1.1,953,2.4
2104608,41,867,728,255,2333,1.0,1730,2.6
2104609,36,2000,669,255,1805,1.1,1397,2.5
2104610,44,2000,782,388,1791,1.1,1750,2.9
2104611,46,2773,802,240,2345,1.0,1814,2.6
2104612,42,2083,684,250,2352,1.0,1519,2.4
2104613,37,1733,641,231,1562,1.1,1125,2.5
2104614,46,2134,672,295,2457,1.0,2203,2.7
2104615,38,1880,696,300,1583,1.1,1306,2.4
2104616,37,1964,666,250,1818,1.1,1149,2.3
2104617,42,1300,548,238,1395,1.1,944,2.2
2104618,36,1343,540,200,1449,1.0,812,1.9
2104619,48,1750,641,240,1949,1.1,1224,2.3
2104620,40,2383,724,380,2062,1.0,1874,2.7
2104621,41,2167,644,200,1903,1.1,1201,2.5
2104622,44,1473,565,166,1594,1.0,1416,2.3
2104623,37,1668,584,235,1625,1.0,833,2.0
2104624,38,1647,743,277,2512,1.0,1455,2.7
2104625,43,1040,645,200,1562,1.0,1125,2.5
2104701,0,0,0,0,0,0,0,0
2104702,52,0,374,150,0,1.0,941,2.0
2104703,39,1613,468,215,1071,1.1,892,2.2
2104704,36,1196,417,250,1044,1.1,879,2.2
2104705,37,1400,359,220,833,1.1,753,2.3
2104706,46,1517,450,193,958,1.1,771,2.4
2104707,44,1625,454,270,1097,1.0,809,2.3
2104708,40,1659,607,350,1783,1.0,1609,3.2
2104709,41,1257,496,240,1148,1.1,993,2.6
2104710,47,1333,454,280,1031,1.1,774,2.5
2104711,45,1517,395,265,857,1.1,790,2.3
2104712,41,1430,381,250,980,1.2,841,2.6
2104713,38,1192,455,240,1260,1.1,1107,2.6
2104714,43,1500,407,150,1178,1.0,755,2.4
2104715,36,2000,602,185,1594,1.0,1510,2.9
2104716,39,1083,505,184,1345,1.1,1163,2.7
2104717,0,0,0,0,0,0,0,0
2104718,40,1733,367,189,890,1.1,690,2.1
2104719,40,1060,419,250,963,1.1,808,2.1
2104720,39,1733,328,177,810,1.1,628,2.2
2104721,48,1225,383,230,880,1.1,665,2.0
2104722,43,1500,395,250,1149,1.0,857,2.0
2104723,78,997,0,170,1458,1.1,774,2.4
2104724,36,1625,520,200,1258,1.1,985,2.2
2104725,68,625,366,205,733,1.1,730,2.1
2104726,49,1222,386,120,900,1.0,644,1.9
2104727,46,0,350,220,1750,1.0,2250,1.7
2104728,32,1634,554,245,1576,1.1,1239,2.7
2104729,46,1867,767,253,2239,1.1,1490,2.3
2104730,38,2037,705,310,1852,1.1,1420,2.5
2104731,46,1582,669,325,1644,1.1,1478,2.3
2104732,0,0,0,0,0,0,0,0
2104733,39,1300,604,0,1722,1.2,1312,3.1
2104734,32,1372,452,215,1228,1.0,854,1.9
2104735,44,1625,455,225,1178,1.1,1104,2.7
2104736,44,1800,397,180,1750,1.2,833,2.1
2104737,46,1500,458,270,1142,1.0,949,2.4
2104738,47,1100,389,240,971,1.1,875,2.4
2104739,40,1800,472,282,956,1.0,991,2.4
2104740,48,980,358,155,779,1.0,679,2.0
2104801,53,997,426,230,985,1.0,700,2.0
2104802,59,1560,480,280,1062,1.2,807,2.5
2104803,37,1625,498,210,1222,1.0,933,2.5
2104804,41,2006,479,150,1594,1.0,1261,3.0
2104805,46,1408,446,240,1197,1.0,900,2.5
2104806,38,1500,509,155,1583,1.1,1957,3.3
2104807,49,1350,615,330,2100,1.0,1856,2.9
2104808,45,2383,536,200,1783,1.0,1636,3.0
2104809,48,1103,508,270,1125,1.1,869,2.6
2104810,30,1733,480,285,1518,1.1,1145,2.9
2104811,39,1517,500,275,907,1.1,978,2.5
2104812,36,1083,475,265,1100,1.1,1162,2.8
2104813,45,1300,441,260,1234,1.1,839,2.4
2104814,35,1466,507,310,1317,1.1,1156,2.9
2104815,51,1300,569,235,1568,1.0,1468,2.4
2104816,37,1509,507,235,1289,1.1,1081,2.6
2104817,43,1436,536,248,1119,1.0,917,2.3
2104818,46,1550,500,255,1208,1.1,1218,2.6
2104819,47,1000,439,280,1346,1.1,935,2.5
2104820,43,1350,543,280,1511,1.1,1086,2.5
2104821,39,1500,452,260,1112,1.0,963,2.6
2104822,49,1777,500,353,1281,1.1,1062,2.6
2104823,34,1900,565,295,1432,1.1,1325,2.8
2104824,51,1567,440,254,1125,1.0,956,2.3
2104825,40,1313,524,260,979,1.1,952,2.5
2104826,55,1215,416,270,1228,1.0,949,2.4
2104827,47,1535,492,270,1078,1.0,916,2.4
2104828,40,1484,496,250,969,1.0,975,2.3
2104829,37,1760,542,250,1591,1.0,1422,2.8
2104830,37,1300,512,280,1174,1.0,1079,2.5
2104831,50,1300,490,250,1375,1.1,1583,2.6
2104901,46,1874,607,290,1604,1.1,1162,2.6
2104902,51,1517,535,300,1197,1.1,1036,2.2
2104903,47,1354,495,185,1194,1.0,850,2.2
2104904,43,1700,541,230,1510,1.1,970,2.4
2104905,48,1100,453,218,1266,1.1,953,2.2
2104906,55,2167,536,210,968,1.1,826,2.0
2104907,45,2492,589,138,1573,1.1,977,2.6
2104908,49,1084,519,260,1196,1.1,881,2.1
2104909,47,2000,568,225,1271,1.0,1105,2.3
2104910,51,2059,558,210,1160,1.1,1112,2.4
2104911,47,1408,535,400,1170,1.1,1107,2.4
2105001,39,2200,582,258,1583,1.0,1266,2.5
2105002,41,1725,709,275,1727,1.0,1268,2.7
2105003,41,1307,592,350,1615,1.0,1390,2.7
2105004,38,1517,550,310,1297,1.1,1315,2.8
2105005,39,1539,532,275,1763,1.1,1359,2.8
2105006,51,1609,603,250,1278,1.1,900,2.2
2105007,46,1900,570,190,2027,1.1,1041,2.5
2105008,50,1300,575,240,1201,1.0,1062,2.3
2105009,49,1400,555,240,1562,1.0,1078,2.2
2105010,46,1127,441,250,1042,1.0,711,2.1
2105011,48,1625,449,240,1163,1.0,795,2.1
2105012,47,1817,548,185,1354,1.0,1048,2.3
2105013,42,1248,535,370,1553,1.0,1292,2.9
2105014,36,1850,611,330,1574,1.1,1406,2.8
2105015,38,1650,514,325,1125,1.0,953,2.4
2105016,36,2040,758,340,1740,1.0,1530,2.8
2105017,41,1950,590,330,1587,1.1,1176,2.6
2105018,44,1800,577,273,1845,1.0,1666,2.9
2105019,46,1733,563,260,1354,1.0,1133,2.3
2105020,38,1554,530,280,1303,1.1,1022,2.5
2105021,48,1528,542,251,1474,1.0,1317,2.4
2105022,40,1950,655,195,1516,1.0,1312,2.7
2105023,41,1600,574,300,1513,1.1,1233,2.6
2105024,47,2371,791,120,2363,1.0,2062,2.9
2105025,49,1235,584,208,1659,1.1,1266,2.1
2105026,38,1625,587,230,1545,1.1,1085,2.4
2105027,35,1900,694,320,1543,1.1,1365,2.7
2105028,39,1517,610,200,1395,1.0,1359,2.4
2105029,37,1300,560,300,1420,1.0,1100,2.5
2105030,41,1767,646,290,1687,1.1,1275,2.7
2105031,43,1517,627,275,1517,1.1,1298,2.3
2105032,38,2184,696,310,2076,1.0,1670,3.0
2105033,53,1411,655,78,2156,1.0,1083,1.9
2105034,45,1950,749,270,1583,1.0,1312,2.1
2105035,36,1733,723,320,1697,1.1,1442,2.7
2105036,38,1500,618,335,1678,1.0,1553,3.0
2105037,41,2300,566,125,1474,1.1,1604,2.4
2105038,31,2000,730,355,1821,1.0,1750,3.0
2105039,50,1625,409,200,1446,1.0,1463,2.9
2105040,41,1800,579,420,1930,1.0,1765,3.2
2105041,40,1042,484,60,1533,1.0,1180,2.8
2105042,50,2287,771,400,2236,1.1,1703,2.4
2105043,47,1672,392,248,1083,1.1,1041,2.7
2105044,45,2080,654,300,2250,1.1,1843,2.7
2105101,58,1500,398,250,882,1.0,615,1.9
2105102,59,1751,374,230,758,1.0,584,1.8
2105103,61,1030,446,203,878,1.1,822,2.0
2105104,58,1300,415,255,967,1.0,826,2.2
2105105,51,1733,505,260,1156,1.0,809,2.1
2105106,60,2167,390,210,930,1.0,757,1.8
2105107,58,1300,387,190,900,1.1,679,1.9
2105108,51,1430,419,240,1042,1.1,900,2.2
2105109,47,1995,440,280,1160,1.0,837,2.3
2105110,54,1517,401,240,1038,1.1,733,2.0
2105111,56,1863,436,270,1069,1.0,868,2.1
2105112,53,1500,433,270,896,1.1,831,2.4
2105113,48,1127,395,225,1011,1.0,700,2.1
2105114,59,1846,381,200,890,1.1,715,2.0
2105115,50,1367,367,240,758,1.1,597,2.1
2105116,49,2500,454,155,1174,1.1,1105,2.6
2105117,54,300,475,210,1042,1.0,845,1.9
2105201,61,1314,796,280,1833,1.1,1218,1.9
2105202,59,1000,670,245,1515,1.0,991,2.1
2105203,45,1478,517,300,1531,1.0,1301,2.5
2105204,56,1213,533,310,1202,1.1,955,2.2
2105205,61,1517,506,180,1382,1.0,807,2.0
2105206,49,1146,510,242,1321,1.1,963,2.2
2105207,48,1209,575,250,1483,1.1,1375,2.4
2105208,56,1000,557,207,1275,1.0,1091,2.1
2105209,51,2800,568,175,1672,1.2,1328,2.2
2105210,55,1700,530,270,1384,1.0,949,2.0
2105211,54,2884,549,225,1031,1.0,929,2.7
2105301,35,1800,670,425,1670,1.0,1513,2.9
2105302,34,2383,810,260,2521,1.0,2482,3.8
2105303,37,2167,793,325,1957,1.1,1697,3.0
2105304,47,2267,656,0,1916,1.1,2083,3.2
2105305,28,1700,695,323,1731,1.1,1316,2.8
2105306,36,1642,664,310,1911,1.0,1449,2.8
2105307,38,2132,718,330,1388,1.1,1318,2.3
2105308,35,1595,695,300,1683,1.1,1125,2.6
2105309,37,1600,650,290,1484,1.1,1153,2.5
2105310,35,1972,792,320,1761,1.0,1673,2.8
2105311,38,1200,541,285,1271,1.1,1025,2.3
2105312,42,1250,635,323,1305,1.1,933,2.0
2105313,47,1127,460,270,1042,1.0,863,2.0
2105314,38,2383,614,325,1715,1.0,1331,2.6
2105315,46,1000,573,291,1424,1.1,949,2.2
2105316,32,2400,841,430,2034,1.0,2022,3.0
2105317,36,2400,990,480,2474,1.0,2250,3.0
2105318,44,1200,618,110,1625,1.0,1666,3.0
2105319,35,2492,704,430,1893,1.0,1937,3.1
2105320,34,2020,636,400,2062,1.1,2047,3.0
2105321,38,2050,612,350,1426,1.0,1156,2.5
2105322,40,2000,596,340,1678,1.0,1166,2.5
2105323,44,1842,545,369,1408,1.0,1010,2.4
2105324,38,1863,689,369,1567,1.1,1416,2.7
2105325,37,1959,603,360,1656,1.1,1343,3.0
2105326,33,2509,878,450,1925,1.1,1975,3.0
2105327,47,2100,615,260,978,1.1,1091,2.1
2105328,45,950,642,340,1410,1.0,1174,2.6
2105329,37,2000,671,420,1616,1.0,1558,3.0
2105330,34,2275,742,340,1838,1.1,1511,2.9
2105331,46,867,872,0,2250,1.1,2100,3.2
2105332,49,1950,514,63,1231,1.0,1016,2.5
2105333,43,2600,650,250,1682,1.1,1586,3.1
2105334,39,914,611,240,1448,1.1,1148,2.5
2105401,51,2100,418,325,880,1.1,818,2.2
2105402,47,1509,382,220,1020,1.1,937,2.3
2105403,50,1192,402,140,1125,1.1,771,2.0
2105404,45,2131,520,157,1215,1.0,1050,2.4
2105405,58,0,741,150,0,1.0,533,1.0
2105406,48,1398,484,125,1157,1.0,995,2.5
2105407,58,2800,548,50,1093,1.2,959,2.2
2105408,52,1408,537,190,1316,1.1,939,2.2
2105409,51,1150,507,173,909,1.1,740,2.2
2105410,46,1300,528,190,1208,1.1,1202,2.4
2105411,49,1250,404,200,900,1.0,722,2.1
2105412,38,1257,454,200,1031,1.1,961,2.4
2105413,54,1500,436,71,971,1.0,830,2.1
2105414,52,1313,394,144,1204,1.0,806,2.0
2105415,44,1192,550,225,1212,1.0,1100,2.4
2105416,49,1500,424,205,854,1.1,722,2.2
2105417,47,1950,453,120,1125,1.1,805,2.2
2105418,59,759,414,155,962,1.1,688,1.8
2105419,47,1083,366,190,866,1.1,636,2.1
2105501,52,953,509,195,1260,1.0,780,2.1
2105502,56,1083,479,135,933,1.0,668,1.8
2105503,48,1200,417,190,1104,1.1,811,2.4
2105504,40,975,374,165,969,1.1,912,2.2
2105505,42,1213,384,150,866,1.1,657,2.3
2105506,58,1300,412,170,1053,1.1,777,2.2
2105507,50,1083,445,139,860,1.1,875,2.3
2105508,52,1300,451,130,907,1.1,850,2.2
2105509,61,752,377,145,836,1.1,549,1.9
2105510,38,919,428,170,939,1.0,815,2.2
2105511,57,1083,388,150,850,1.1,621,1.9
2105512,53,1000,495,92,1212,1.1,900,2.0
2105513,50,1394,445,150,791,1.2,888,2.5
2105514,46,1100,486,150,917,1.1,895,2.3
2105515,51,1779,544,30,1201,1.1,1045,2.3
2105516,52,1000,452,0,991,1.1,894,2.3
2105517,51,1000,478,120,992,1.0,1069,2.4
2105518,47,1950,567,5,1600,1.1,1325,2.4
2105519,51,950,418,120,893,1.1,843,2.0
2105601,41,1530,631,0,1750,1.0,1508,2.7
2105602,44,1950,524,230,1343,1.2,1083,2.7
2105603,40,1600,630,250,1350,1.1,1428,2.9
2105604,37,1390,465,160,1263,1.1,1218,2.5
2105605,34,1300,540,240,1260,1.1,1130,2.7
2105606,40,1242,459,180,1125,1.1,907,2.5
2105607,48,1218,443,160,1052,1.1,860,2.1
2105608,36,1387,502,260,1337,1.1,939,2.3
2105609,39,1733,590,208,1629,1.1,1421,2.9
2105610,42,1610,656,280,1596,1.0,1278,2.6
2105611,44,1733,525,0,1613,1.0,1218,2.8
2105612,40,1495,443,230,875,1.1,690,2.3
2105613,33,1603,445,285,1345,1.1,1239,2.8
2105614,34,1343,590,218,1348,1.1,1116,2.6
2105615,41,1660,537,150,1359,1.1,1375,3.0
2105616,41,1733,520,250,1899,1.0,1762,3.3
2105617,43,1680,472,225,1333,1.0,962,2.5
2105618,35,1083,492,220,1162,1.0,1058,2.2
2105619,34,1517,565,300,1416,1.0,1312,2.6
2105620,36,1929,686,360,1727,1.1,1555,3.0
2105621,39,1434,577,230,1138,1.1,968,2.3
2105622,48,1273,517,147,1361,1.0,961,2.3
2105623,26,1096,588,103,1354,1.1,1449,3.1
2105624,37,1094,367,230,933,1.1,691,2.0
2105625,42,1083,451,200,1071,1.0,817,2.4
2105626,31,1450,629,235,1266,1.1,1216,2.9
2105627,30,1300,402,300,782,1.1,749,2.6
2105628,44,1000,507,165,1134,1.1,764,2.4
2105629,36,1625,581,360,1673,1.0,1750,3.5
2105630,28,1875,350,235,1458,1.0,1278,2.8
2105631,42,1276,646,260,1963,1.1,1769,3.0
2105701,57,975,355,120,664,1.0,531,1.9
2105702,52,1140,477,60,955,1.1,854,2.2
2105703,49,1213,413,165,969,1.1,795,2.4
2105704,50,1196,534,0,1052,1.1,911,2.3
2105705,46,1517,562,155,1263,1.0,990,2.5
2105706,51,1100,714,50,1125,1.0,988,2.2
2105707,44,1566,597,83,1547,1.1,1424,2.8
2105708,15,2500,0,0,1892,1.1,1224,2.0
2105709,42,0,500,0,0,1.0,2250,2.0
2105710,40,1625,561,117,1171,1.1,941,2.3
2105711,33,1387,527,175,912,1.1,822,2.2
2105712,46,997,422,231,880,1.1,661,2.3
2105713,42,1343,497,200,1238,1.1,935,2.4
2105714,46,1300,496,205,1163,1.0,788,2.1
2105715,36,1300,675,215,1524,1.1,885,2.2
2105716,41,867,443,96,1222,1.1,1034,2.1
2105717,50,1003,379,210,919,1.1,678,2.2
2105718,51,1365,559,248,1180,1.2,1307,2.7
2105719,44,1300,462,185,1156,1.1,850,2.2
2105720,27,1749,737,150,1093,1.0,949,1.9
2105721,52,1192,562,150,1142,1.0,981,2.1
2105722,51,1083,774,200,1437,1.0,1397,2.6
2105801,44,1647,512,200,1261,1.1,966,2.2
2105802,46,1300,588,180,1218,1.1,1125,2.5
2105803,49,1450,639,150,1769,1.0,1399,2.5
2105804,52,864,396,0,840,1.1,760,2.1
2105805,61,1125,386,170,883,1.0,678,1.7
2105806,41,1400,473,215,893,1.1,850,2.2
2105807,44,1437,443,195,1089,1.1,1053,2.5
2105808,40,1083,418,180,1089,1.1,911,2.3
2105809,45,1222,556,150,1227,1.1,1134,2.4
2105810,0,0,0,120,0,1.0,900,1.0
2105811,54,1725,584,0,1196,1.0,1078,2.2
2105812,54,1733,417,58,945,1.1,841,2.2
2105813,61,741,378,220,887,1.0,608,1.7
2105814,37,1200,456,200,1125,1.1,993,2.7
2105901,43,1000,471,175,1059,1.1,792,2.2
2105902,41,1137,549,183,1194,1.1,911,2.3
2105903,40,1300,530,260,1428,1.0,1228,2.9
2105904,50,1521,454,120,1187,1.1,711,1.7
2105905,52,1733,392,154,966,1.1,577,2.0
2105906,53,1322,440,200,1113,1.0,941,2.2
2105907,46,1690,633,60,1375,1.1,1113,2.5
2105908,41,531,516,0,1849,1.1,1397,2.7
2105909,30,1083,348,150,695,1.1,604,2.4
2105910,48,1410,395,135,888,1.0,674,2.0
2105911,48,1333,514,185,1410,1.0,1050,2.5
2105912,34,1092,453,150,961,1.1,794,2.4
2105913,38,949,463,170,985,1.1,855,2.5
2105914,46,932,475,205,933,1.1,804,2.3
2105915,44,1300,609,190,1424,1.1,986,2.3
2105916,34,927,364,135,850,1.1,570,2.1
2105917,30,718,366,158,760,1.1,647,2.3
2106001,44,1733,658,108,1703,1.1,1357,2.7
2106002,38,1408,398,165,1011,1.1,929,2.9
2106003,42,1733,495,130,1266,1.1,1111,2.5
2106004,0,0,0,0,0,0,0,0
2106005,46,1408,467,223,1108,1.1,1025,2.7
2106006,47,1600,543,63,1421,1.1,1202,2.5
2106007,47,1500,479,139,1015,1.1,980,2.8
2106008,47,1733,426,220,1307,1.1,1166,2.6
2106009,42,1387,529,0,1589,1.1,1406,2.5
2106010,48,1083,391,0,1062,1.1,960,2.6
2106011,24,1343,960,217,1779,1.1,1691,3.4
2106101,40,1387,361,175,675,1.3,656,2.2
2106201,49,1733,486,215,1366,1.1,900,2.2
2106202,48,1668,490,50,1041,1.1,958,2.2
2106203,46,1200,479,230,905,1.0,861,2.2
2106204,56,700,398,200,916,1.1,641,2.0
2106205,49,1500,494,100,1170,1.1,1005,2.4
2106206,41,1253,382,230,1045,1.0,675,2.3
2106207,45,1083,388,195,943,1.2,876,2.5
2106208,50,1309,436,160,1083,1.1,1100,2.1
2106209,54,1690,397,145,919,1.0,810,2.1
2106210,42,1517,425,251,1292,1.2,900,2.3
2106301,43,1474,432,175,1170,1.0,938,2.4
2106302,49,908,385,165,845,1.0,660,2.0
2106303,38,1083,448,200,1031,1.0,758,2.2
2106304,26,610,330,135,593,1.1,509,2.7
2106305,38,1300,511,193,1305,1.1,771,2.4
2106306,39,1200,481,190,1083,1.1,720,2.2
2106307,49,1083,464,200,1125,1.0,762,2.1
2106308,42,1096,437,179,937,1.1,738,2.3
2106309,45,1863,570,225,1267,1.0,1471,2.9
2106310,44,867,536,200,1294,1.1,810,2.1
2106311,48,1517,451,198,880,1.0,794,2.0
2106312,50,1300,517,221,1220,1.0,984,2.3
2106313,52,986,450,176,854,1.0,749,1.9
2106314,51,1083,501,170,1156,1.0,805,1.9
2106315,52,1237,477,170,1325,1.1,840,2.2
2106316,49,0,1375,0,0,0,0,0
2106317,39,1300,403,165,1187,1.1,737,2.2
2106318,46,1083,451,185,1016,1.1,684,1.9
2106319,33,1083,447,160,971,1.1,754,2.2
2106320,40,1250,409,160,1007,1.1,716,2.1
2106321,48,1348,459,121,1073,1.0,1083,2.5
2106322,48,1408,556,186,1658,1.0,1327,2.5
2106323,74,1250,374,160,735,1.1,578,1.7
2106324,51,1170,516,171,1145,1.1,1010,2.1
2106325,53,1083,451,190,949,1.0,684,2.1
2106326,54,1192,447,275,1489,1.0,1166,2.5
2106327,33,1638,602,200,1354,1.1,1342,2.7
2106328,48,1270,528,200,1446,1.0,1125,2.6
2106329,44,1100,522,210,1145,1.1,1042,2.8
2106401,47,1200,497,110,1162,1.1,929,2.7
2106402,45,1200,506,155,1104,1.1,1062,2.4
2106403,50,1279,397,103,1012,1.1,772,2.4
2106404,48,1083,471,170,1228,1.1,934,2.5
2106405,54,890,526,0,900,1.1,875,2.2
2106406,49,1500,505,0,1018,1.0,924,2.4
2106407,50,1083,511,50,1115,1.1,978,2.6
2106408,48,1138,468,160,979,1.0,915,2.5
2106409,46,975,619,0,1442,1.1,1359,2.8
2106501,49,1116,490,230,1166,1.0,840,2.3
2106502,37,1517,524,150,1352,1.1,1259,2.6
2106503,47,1300,452,165,1055,1.0,815,2.1
2106504,49,1083,475,138,1218,1.0,822,2.1
2106505,44,1283,587,220,1386,1.0,1151,2.3
2106506,39,1456,483,160,1091,1.0,840,2.2
2106507,48,1300,544,125,1600,1.0,1158,2.4
2106508,44,1582,675,185,1392,1.0,1275,2.5
2106509,40,1440,585,168,1483,1.0,1218,2.6
2106510,39,1600,590,228,1333,1.0,1375,2.9
2106511,46,1200,491,185,1287,1.1,790,2.1
2106601,39,1517,642,255,1543,1.1,1298,3.1
2106602,35,1733,720,295,1715,1.1,1471,3.0
2106603,49,1495,520,230,1237,1.0,900,2.2
2106604,41,1246,451,130,1013,1.1,752,2.0
2106605,27,925,380,190,789,1.1,780,2.7
2106606,68,1365,414,115,1028,1.0,654,1.9
2106607,43,1517,575,198,1151,1.1,1022,2.4
2106608,44,1200,654,0,1704,1.0,1767,2.9
2106609,54,1824,395,135,1375,1.1,706,1.7
2106610,36,1213,442,200,711,1.1,683,2.2
2106611,42,1300,543,175,1286,1.1,756,1.9
2106612,40,769,348,123,786,1.1,517,1.9
2106613,44,1259,397,160,1059,1.0,737,2.1
2106614,41,1900,529,225,1202,1.0,1161,2.4
2106615,39,1300,490,219,1044,1.0,895,2.3
2106616,50,1040,513,168,1102,1.0,816,2.1
2106617,39,1694,619,280,1526,1.0,1238,2.6
2106618,47,1257,455,160,1142,1.0,1005,2.4
2106619,33,1040,419,165,846,1.1,721,2.2
2106620,31,1560,502,165,914,1.1,817,2.4
2106621,35,1600,493,205,1160,1.1,773,2.1
2106622,38,1185,521,145,1281,1.1,860,2.2
2106623,45,1322,550,230,1375,1.0,1132,2.1
2106624,41,1300,511,210,1329,1.1,921,2.4
2106625,42,1300,500,190,1192,1.0,1025,2.5
2106626,33,1040,366,180,692,1.1,652,2.4
2106627,35,1057,401,160,827,1.1,688,2.5
2106628,41,1300,509,210,1213,1.1,871,2.3
2106629,40,1083,441,210,1028,1.1,812,2.4
2106630,38,867,418,185,963,1.1,703,2.2
2106631,35,1083,438,190,1089,1.1,833,2.3
2106632,48,1300,451,140,1387,1.0,1424,2.9
2106633,47,1820,518,260,1166,1.1,1354,3.0
2106634,43,1343,548,180,1191,1.0,911,2.0
2106635,47,1400,645,190,1224,1.0,1023,2.3
2106636,41,800,351,115,722,1.1,516,1.9
2106637,45,1090,436,180,990,1.1,653,1.9
2106638,36,997,415,178,887,1.2,807,2.6
2106639,0,0,0,0,0,0,0,0
2106640,40,1408,641,110,1199,1.0,985,2.3
2106641,43,1517,432,150,1224,1.2,715,2.2
2106642,40,1478,595,205,1430,1.0,1027,2.3
2106643,42,1594,547,250,1416,1.1,1199,2.5
2106644,43,1733,593,190,1137,1.1,1170,2.2
2106645,38,1127,548,230,1218,1.0,972,2.3
2106646,35,1517,607,230,1342,1.1,1157,2.6
2106647,38,867,447,180,1009,1.0,747,2.4
2106701,44,1031,454,200,1042,1.2,809,2.7
2106702,57,1083,439,185,790,1.1,660,2.1
2106703,44,1603,534,210,1312,1.1,955,2.6
2106704,42,1699,534,130,1281,1.2,1173,2.9
2106705,45,1309,531,190,1578,1.1,1318,2.7
2106706,52,1454,493,126,1100,1.1,792,2.3
2106707,51,1300,518,60,1583,1.1,1281,2.7
2106708,41,867,571,0,1149,1.0,1050,2.6
2106709,50,1127,523,115,1171,1.1,1158,2.6
2106710,44,737,403,76,1031,1.1,733,2.2
2106711,41,715,554,150,1041,1.1,1012,2.5
2106712,50,1300,580,270,1533,1.1,1023,2.3
2106713,43,1419,490,320,1224,1.0,1091,2.7
2106714,46,1400,384,100,1196,1.1,1045,2.6
2106715,47,1430,500,50,1149,1.1,938,2.5
2106716,49,867,468,135,1196,1.0,933,2.2
2106717,44,1213,645,160,1471,1.0,1125,2.6
2106718,40,1950,541,270,1428,1.0,1174,2.8
2106719,41,1300,568,174,1514,1.0,1047,2.5
2106720,39,1192,561,125,1196,1.1,1125,2.8
2106721,45,1880,493,100,1523,1.0,1262,2.6
2106722,42,1105,506,55,1517,1.1,1117,2.9
2106723,48,1500,565,120,1197,1.0,1018,2.6
2106724,48,1480,533,193,1166,1.0,1007,2.3
2106725,41,1517,624,0,1471,1.1,1375,3.0
2106726,45,1750,508,135,1160,1.2,1171,2.5
2106727,49,1300,537,130,1281,1.0,918,2.4
2106728,44,867,373,0,779,1.2,612,2.4
2106729,51,1300,485,130,1255,1.1,988,2.4
2106730,43,1125,410,228,1100,1.1,966,2.6
2106731,48,1083,426,80,1305,1.2,940,2.4
2106801,46,1600,565,165,1300,1.1,1014,2.3
2106802,45,2105,572,238,1519,1.1,1205,2.3
2106803,47,890,458,190,1231,1.0,884,2.3
2106804,46,1517,572,200,1424,1.2,1125,2.9
2106805,50,1636,524,245,1170,1.1,939,2.2
2106806,47,1300,557,230,1613,1.0,1263,2.3
2106807,52,1975,495,150,1218,1.0,823,2.1
2106808,47,1377,506,190,1057,1.1,938,2.1
2106809,50,1387,533,150,1187,1.1,916,2.0
2106810,46,1400,557,210,1337,1.1,1395,2.8
2106811,55,1408,371,180,812,1.1,749,2.0
2106812,42,1733,581,175,900,1.0,887,2.4
2106901,54,1413,473,213,1262,1.0,781,2.1
2106902,54,1800,450,180,840,1.1,639,2.0
2106903,49,1250,475,240,1224,1.0,791,2.4
2106904,48,1500,445,193,952,1.1,756,2.1
2106905,49,800,471,195,988,1.0,814,2.1
2106906,39,691,535,200,1125,1.1,892,2.1
2106907,46,1183,489,170,1284,1.1,1015,2.3
2106908,32,0,500,0,0,2.0,900,4.0
2106909,49,945,396,190,814,1.0,662,1.8
2106910,41,1235,486,180,880,1.1,886,2.5
2106911,47,988,392,150,817,1.0,669,1.8
2106912,48,1800,650,115,866,1.1,766,2.6
2106913,51,1300,321,90,729,1.3,627,2.2
2106914,52,1083,483,165,1375,1.1,1042,2.2
2106915,46,1950,467,150,1145,1.1,766,2.6
2106916,56,1018,558,76,1333,1.0,1093,2.4
2106917,50,1625,457,195,880,1.1,764,2.3
2106918,48,802,392,225,954,1.0,719,2.3
2106919,46,950,416,160,949,1.1,709,2.0
2106920,0,0,0,0,0,0,0,0
2106921,46,1680,552,155,1591,1.1,1025,2.4
2106922,47,1517,485,100,1162,1.1,833,2.4
2106923,36,1200,430,175,1281,1.1,866,2.5
