region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
2101822,40,1458,756,191,2014,1.1,1125,2.2
2101823,38,1300,465,185,992,1.1,946,2.4
2101824,38,1517,589,250,1281,1.1,1092,2.2
2101825,48,1083,432,204,1096,1.0,860,2.0
2101826,37,1300,518,190,1071,1.1,733,2.1
2101827,38,1337,445,185,1014,1.1,715,2.0
2101828,34,1155,386,148,758,1.1,657,2.2
2101829,38,1300,514,185,1583,1.1,1087,2.1
2101830,33,1280,509,210,1086,1.1,903,2.2
2101831,32,1083,523,205,1258,1.1,919,2.3
2101832,38,1200,505,203,942,1.1,935,2.3
2101833,40,1408,523,231,1302,1.1,924,2.2
2101834,36,1300,637,250,1454,1.1,1096,2.3
2101835,36,1300,558,230,1288,1.1,873,1.9
2101836,24,900,372,150,675,1.1,678,2.7
2101837,38,1027,503,210,1104,1.1,975,2.4
2101838,33,1083,404,180,811,1.1,817,2.3
2101901,41,953,458,185,878,1.0,796,2.1
2101902,42,867,386,150,809,1.1,751,2.3
2101903,49,1105,387,200,836,1.0,847,2.1
2101904,29,1326,401,140,831,1.1,764,2.7
2101905,48,1029,461,164,885,1.1,662,2.0
2101906,48,1083,444,130,1062,1.1,1021,2.5
2101907,43,1040,483,170,959,1.0,825,2.3
2101908,49,1000,414,180,960,1.1,758,2.2
2101909,40,1083,427,210,854,1.1,718,2.4
2101910,36,1387,635,255,1309,1.1,1050,2.6
2101911,33,1083,491,225,962,1.1,844,2.3
2101912,41,1408,520,190,1174,1.0,990,2.7
2101913,46,1040,456,178,906,1.1,655,2.2
2101914,40,1083,373,84,790,1.1,514,1.9
2101915,44,1083,417,200,1062,1.1,935,2.4
2101916,47,1086,371,115,787,1.1,543,2.1
2101917,41,867,481,165,880,1.1,619,1.9
2101918,44,1083,497,230,1100,1.1,927,2.5
2101919,42,1230,449,180,1125,1.1,937,2.5
2101920,30,1404,566,233,1297,1.1,1225,2.9
2101921,25,1517,480,152,907,1.1,864,3.1
2101922,32,1200,507,198,1226,1.2,917,2.7
2101923,40,867,398,160,1062,1.1,778,2.5
2101924,42,824,439,210,969,1.1,811,2.5
2102001,31,1408,511,200,844,1.1,855,2.6
2102002,44,1549,656,320,1833,1.0,1515,2.4
2102003,50,2167,700,200,1916,1.0,1392,2.4
2102004,45,1257,497,190,1297,1.0,879,2.1
2102005,35,1200,492,200,990,1.0,831,2.0
2102006,43,1192,609,270,1673,1.0,1162,2.4
2102007,34,1109,518,230,1042,1.0,1107,2.2
2102008,39,2000,586,275,1536,1.0,1264,2.6
2102009,44,1508,671,300,1805,1.0,1406,2.8
2102010,47,1625,558,270,1937,1.0,1375,2.6
2102011,42,1400,711,300,1949,1.0,1594,2.8
2102012,40,1300,591,238,1270,1.0,1031,2.5
2102013,43,1083,621,270,1553,1.0,1125,2.3
2102014,48,1084,700,320,2083,1.0,1895,2.8
2102015,40,1127,510,200,1036,1.1,758,2.1
2102016,42,399,566,240,1416,1.0,1018,2.0
2102017,50,1517,560,228,1525,1.0,1187,2.2
2102018,51,1387,558,275,1568,1.0,1145,2.3
2102019,38,1600,480,173,988,1.1,879,2.2
2102020,47,1408,503,250,1571,1.0,900,2.4
2102021,40,1387,602,258,1354,1.1,1125,2.6
2102022,45,1500,500,240,1539,1.0,1350,2.7
2102023,35,1083,477,220,985,1.1,941,2.2
2102024,38,1214,610,200,1271,1.0,875,1.9
2102025,41,1415,531,220,1321,1.0,1168,2.5
2102026,42,888,491,250,1163,1.0,917,2.2
2102027,72,1192,494,270,1093,1.1,1036,2.1
2102028,36,1289,574,240,1070,1.1,1076,2.4
2102029,34,1322,578,210,1208,1.1,1066,2.0
2102030,31,737,610,200,1458,1.1,1027,2.3
2102031,35,1195,469,200,963,1.1,805,2.4
2102032,45,1300,602,250,1284,1.1,985,2.3
2102033,37,1048,502,210,1233,1.1,880,2.2
2102034,41,1400,673,260,1905,1.0,1458,2.7
2102035,33,1300,528,280,1980,1.0,1540,2.6
2102036,43,1361,444,220,1267,1.0,1137,2.6
2102037,0,0,0,0,0,0,0,0
2102038,57,1733,438,98,1700,1.0,860,2.0
2102039,67,0,514,0,0,1.0,1375,1.5
2102101,45,1365,636,277,1949,1.0,1416,2.4
2102102,40,1195,516,205,1156,1.1,981,2.3
2102103,32,1517,507,205,1142,1.1,900,2.3
2102104,35,975,511,195,1081,1.1,737,2.1
2102105,29,1317,500,205,1100,1.0,890,2.0
2102106,35,1286,423,245,974,1.1,779,2.3
2102107,29,1300,511,240,1221,1.0,1113,2.6
2102108,20,1625,243,280,1270,1.0,1048,2.4
2102109,33,1300,498,300,1352,1.1,956,2.6
2102110,38,1300,673,183,1785,1.1,1269,2.5
2102111,55,1430,483,252,1233,1.0,662,1.8
2102112,36,1842,603,220,1525,1.1,1138,2.6
2102113,41,1083,677,220,1413,1.1,1233,2.4
2102114,43,1235,581,205,1605,1.1,1471,2.7
2102115,37,1387,509,220,1093,1.1,944,2.2
2102116,29,1192,639,233,1553,1.1,1162,2.6
2102117,37,1185,606,230,1208,1.1,1034,2.6
2102118,34,1083,610,178,1738,1.1,1256,2.5
2102119,24,1300,358,230,1147,1.1,848,2.3
2102120,38,1495,717,250,1594,1.1,1375,2.3
2102121,26,542,364,180,1062,1.0,555,2.3
2102122,35,1450,874,310,1281,1.1,1458,2.9
2102123,0,0,0,0,0,0,0,0
2102124,11,0,250,0,0,0,0,0
2102125,36,1387,586,160,1160,1.1,1078,2.4
2102126,36,1452,661,260,1647,1.1,1408,2.7
2102127,0,0,0,0,0,0,0,0
2102201,40,1174,516,200,1333,1.1,1062,2.3
2102202,51,1517,435,230,946,1.0,693,2.0
2102203,56,1430,365,205,900,1.0,836,2.2
2102204,61,1029,365,125,891,1.1,609,2.1
2102205,39,1200,490,280,1287,1.1,1295,2.8
2102206,30,1333,567,243,1197,1.1,979,2.4
2102207,32,1333,650,250,1397,1.1,1337,2.6
2102208,42,1408,547,230,1422,1.0,1140,2.5
2102209,42,1127,475,228,994,1.0,905,2.4
2102210,39,1200,574,280,1545,1.0,1166,2.5
2102211,37,1367,450,230,1021,1.1,827,2.3
2102212,36,1387,658,245,1363,1.1,1214,2.4
2102213,54,1300,458,190,1208,1.0,745,1.9
2102214,36,1083,433,200,1079,1.1,863,2.3
2102215,38,1112,463,200,985,1.0,762,2.4
2102216,47,1387,475,250,1264,1.1,1034,2.6
2102217,39,737,370,140,928,1.1,619,2.1
2102218,37,1300,496,218,1070,1.1,845,2.3
2102219,33,1114,508,190,1153,1.0,807,2.3
2102220,37,1517,425,152,937,1.1,569,1.9
2102221,52,758,363,152,818,1.1,482,1.8
2102222,29,1625,693,300,1474,1.1,1433,2.9
2102223,40,1148,441,180,919,1.1,756,2.3
2102224,36,1408,460,225,966,1.1,888,2.5
2102225,33,1300,453,210,1047,1.1,911,2.4
2102226,29,975,551,205,1261,1.0,938,2.2
2102227,32,1387,523,225,1168,1.1,954,2.4
2102228,35,1387,605,195,1358,1.1,929,2.1
2102229,36,1300,536,230,1230,1.1,1053,2.7
2102230,55,1300,376,182,778,1.1,560,1.9
2102231,39,1263,574,180,1275,1.0,905,2.2
2102232,43,1500,488,200,1087,1.1,877,2.2
2102233,40,1300,671,400,1765,1.1,1446,3.1
2102234,35,800,545,230,1462,1.1,1307,2.8
2102235,41,1170,503,183,1031,1.1,1004,2.6
2102236,35,1250,447,200,1028,1.1,883,2.4
2102237,31,1354,612,250,1388,1.0,1335,2.7
2102238,35,1157,486,240,1039,1.1,1015,2.5
2102239,40,1083,472,205,949,1.1,870,2.4
2102240,37,1144,452,198,781,1.1,1014,2.4
2102241,40,1235,501,205,1076,1.1,854,2.5
2102242,37,1227,386,127,668,1.1,612,2.4
2102243,47,1300,423,248,915,1.0,756,1.9
2102244,37,1517,543,188,1140,1.0,914,2.5
2102301,36,1550,549,300,1594,1.0,1545,3.3
2102302,36,1300,648,175,1855,1.0,1625,3.1
2102303,30,1800,766,300,1707,1.1,1736,3.3
2102304,32,1625,752,255,2005,1.1,1787,3.2
2102305,38,1421,637,294,1650,1.1,1523,3.3
2102306,45,1560,553,170,1555,1.0,1260,2.8
2102307,37,1192,595,183,1277,1.1,1220,2.7
2102308,33,1644,630,210,1759,1.1,1424,3.2
2102401,40,1733,741,0,2125,1.1,1874,3.3
2102402,40,1470,605,265,1750,1.1,1571,3.1
2102403,44,1733,552,250,1375,1.1,987,2.9
2102404,37,1610,677,300,1866,1.1,1795,3.1
2102405,32,1517,762,250,1833,1.1,1740,2.9
2102406,33,1733,690,360,1564,1.1,1554,3.0
2102407,32,1733,669,290,1615,1.1,1510,3.2
2102408,29,1796,716,322,1727,1.0,1656,3.1
2102409,29,1647,769,270,1848,1.1,1735,3.2
2102410,37,1687,733,290,1956,1.1,1881,3.4
2102411,47,850,439,275,1776,1.1,1357,2.5
2102412,43,1170,655,325,1637,1.1,1510,3.0
2102413,41,1300,534,0,1961,1.0,1772,3.2
2102414,41,1300,656,230,1478,1.0,1413,2.8
2102415,43,1777,519,0,1531,1.0,1604,2.9
2102501,38,1300,554,230,1395,1.1,1176,2.5
2102502,35,1376,612,220,1706,1.1,1466,2.7
2102503,36,1560,618,150,1375,1.0,1307,2.9
2102504,34,1062,494,230,1048,1.1,992,2.5
2102505,43,1148,386,170,1044,1.1,633,2.1
2102506,34,1083,509,200,1052,1.1,991,2.4
2102507,60,0,681,0,0,1.0,3250,1.0
2102508,28,1647,700,290,1458,1.1,1366,2.7
2102509,44,1376,514,250,1221,1.1,1176,2.8
2102510,46,1339,639,150,1388,1.0,1192,2.6
2102511,37,1449,507,195,1194,1.0,817,2.3
2102512,44,1257,549,0,1571,1.0,1410,3.2
2102513,29,1621,702,285,1489,1.0,1494,2.7
2102514,34,1200,566,280,1258,1.1,1329,2.7
2102515,41,1625,527,198,1395,1.1,979,2.8
2102516,39,1469,424,170,1202,1.1,1083,2.7
2102517,35,1452,483,220,1357,1.1,1105,2.8
2102518,29,1647,649,250,1529,1.1,1325,2.9
2102519,36,1500,552,160,1068,1.1,961,2.6
2102520,42,1387,450,220,1170,1.1,1031,2.3
2102601,43,1482,571,300,1647,1.1,1458,3.0
2102602,40,1530,493,25,1519,1.1,1275,3.0
2102603,45,2167,688,68,1607,1.1,1483,3.1
2102604,48,1733,588,240,1399,1.1,974,2.7
2102605,45,2200,662,0,1961,1.0,1650,3.0
2102606,38,1577,566,213,1292,1.1,1199,3.2
2102607,45,1350,544,0,1483,1.1,1208,2.8
2102608,34,1474,502,180,1401,1.1,1016,2.5
2102609,44,1300,540,185,1125,1.1,1055,2.8
2102610,46,1382,502,230,1281,1.1,1016,2.6
2102611,39,1300,525,150,1302,1.1,1086,2.9
2102612,44,1083,536,150,1171,1.1,1160,2.7
2102613,38,1690,672,195,1661,1.1,1629,3.0
2102614,47,1767,577,296,1458,1.0,1395,2.6
2102615,40,1733,531,125,1226,1.1,1263,3.1
2102616,46,1867,743,250,1625,1.0,1489,2.7
2102617,46,2150,572,25,1093,1.1,933,2.6
2102618,38,1260,464,220,1410,1.1,923,2.8
2102619,38,1387,572,233,1597,1.1,1666,3.0
2102701,42,867,383,180,880,1.0,694,2.0
2102702,45,1192,493,260,1312,1.1,878,2.2
2102703,34,0,0,0,0,0,0,0
2102704,44,1164,489,215,1042,1.1,758,2.0
2102705,47,1300,451,220,913,1.1,709,1.9
2102706,45,1300,512,172,1112,1.1,823,2.4
2102707,48,1133,489,178,1100,1.1,875,2.5
2102708,41,1257,467,200,1070,1.1,826,2.5
2102709,44,1820,495,280,1317,1.0,1322,2.7
2102710,45,1300,391,190,1093,1.1,774,2.2
2102711,45,1052,456,175,1109,1.1,768,2.0
2102712,48,1276,517,0,1105,1.1,954,2.3
2102713,45,1842,443,221,1174,1.1,763,2.2
2102714,50,1173,488,235,966,1.2,700,2.3
2102715,49,1042,525,220,1158,1.1,766,1.9
2102716,56,1181,454,160,900,1.1,562,1.8
2102717,48,1109,402,168,1208,1.0,805,2.0
2102718,64,1372,542,275,1666,1.1,1375,2.4
2102719,51,1213,501,250,1125,1.1,905,2.2
2102720,53,1127,426,255,825,1.1,792,2.3
2102721,40,1503,547,220,1273,1.1,1102,2.5
2102722,50,878,381,106,825,1.1,668,1.9
2102723,50,693,380,135,866,1.1,657,2.1
2102724,47,1387,463,210,1166,1.0,825,2.3
2102725,41,1300,518,200,933,1.1,703,2.0
2102726,51,1401,506,233,1201,1.0,938,2.4
2102727,42,1040,460,245,941,1.1,759,2.1
2102801,44,1200,528,150,1149,1.2,900,2.7
2102802,49,1040,401,166,1007,1.1,671,2.1
2102803,48,1100,405,155,981,1.2,781,2.5
2102804,48,1127,492,0,1125,1.1,1395,2.6
2102805,48,800,500,113,1625,1.1,992,2.2
2102806,48,1454,450,200,1140,1.1,1011,2.4
2102807,48,1590,446,100,1416,1.1,942,2.4
2102808,48,1700,478,250,1160,1.1,1006,2.4
2102809,52,1517,466,90,1042,1.0,941,2.2
2102810,57,1500,441,200,1048,1.1,715,1.8
2102811,48,1486,461,200,1031,1.1,855,2.3
2102812,46,1326,385,135,971,1.1,776,2.2
2102813,49,1300,457,200,1047,1.2,850,2.4
2102814,45,1300,484,198,1089,1.1,927,2.3
2102815,44,1200,474,250,990,1.1,900,2.4
2102816,49,1700,524,190,1091,1.0,936,2.3
2102817,53,1042,380,200,971,1.2,792,2.1
2102818,51,1063,383,90,911,1.1,766,2.2
2102819,40,1300,460,228,892,1.1,884,2.4
2102820,50,1083,368,170,915,1.1,843,2.4
2102821,54,964,403,195,762,1.1,625,1.9
2102822,38,910,414,210,979,1.2,683,2.5
2102823,48,1083,396,223,1288,1.1,1066,2.4
2102824,45,1300,516,250,1263,1.1,1221,2.7
2102825,48,867,523,250,785,1.0,1093,2.1
2102826,50,1127,479,180,1375,1.1,972,2.5
2102901,54,791,361,120,793,1.1,631,1.9
2102902,59,1636,376,190,749,1.1,733,2.1
2102903,42,1383,423,275,885,1.2,949,2.5
2102904,51,1125,412,235,875,1.1,805,2.2
2102905,49,1083,398,92,891,1.1,714,2.3
2102906,48,1289,334,175,737,1.1,709,2.6
2102907,48,735,378,166,900,1.1,855,2.4
2102908,54,1200,362,130,814,1.1,758,2.1
2102909,53,1213,351,170,820,1.0,560,2.1
2102910,57,629,371,168,771,1.0,648,1.8
2102911,39,1517,544,200,1312,1.1,1375,2.8
2102912,53,1083,376,125,749,1.0,582,2.2
2102913,50,1517,362,173,789,1.1,733,2.4
2103001,45,1733,587,300,1411,1.0,1339,2.7
2103002,43,1582,573,310,1430,1.0,1275,2.8
2103003,41,1200,580,140,1510,1.0,1278,2.7
2103004,43,1733,565,110,1761,1.1,1416,2.5
2103005,41,2350,726,75,1774,1.1,1634,2.6
2103006,42,1800,639,90,1208,1.1,1483,2.6
2103007,43,1500,549,145,1264,1.1,1166,2.5
2103008,50,500,495,0,1218,1.1,1073,2.5
2103009,39,1430,555,150,1336,1.1,1201,2.6
2103010,41,1322,473,228,1050,1.1,1005,2.4
2103011,36,1300,403,180,1292,1.1,840,2.6
2103012,43,1582,511,170,1151,1.1,894,2.4
2103013,44,1350,545,200,1153,1.1,759,2.0
2103014,53,1560,382,200,788,1.0,581,1.9
2103015,56,1213,458,258,1220,1.0,861,2.0
2103016,40,1560,397,260,1132,1.1,753,2.3
2103017,46,1680,443,160,1618,1.1,1241,2.7
2103018,49,1235,398,133,1257,1.1,807,2.3
2103019,46,1430,426,200,1235,1.1,870,2.3
2103020,38,1517,542,240,1275,1.1,1069,2.5
2103021,41,1538,582,290,1419,1.0,1240,2.8
2103022,22,0,500,0,0,0,0,0
2103023,30,1800,522,178,1031,1.1,1083,2.6
2103101,43,1927,682,330,1658,1.0,1408,2.6
2103102,40,1600,594,340,1727,1.1,1421,2.8
2103103,39,1723,603,0,2055,1.1,1714,3.1
2103104,42,1500,622,75,1904,1.0,1750,2.9
2103105,43,1690,774,346,2154,1.1,2087,2.9
2103106,43,2210,684,140,1882,1.1,1666,2.7
2103107,46,1622,678,250,1750,1.1,1421,2.6
2103108,42,1733,759,400,1921,1.1,1788,3.0
2103109,42,2210,650,150,1750,1.0,1430,2.8
2103110,45,2334,662,133,2019,1.1,1924,2.4
2103111,34,1896,585,260,1550,1.1,1312,2.8
2103112,38,1842,522,263,1487,1.1,1125,2.4
2103113,38,1629,700,270,1636,1.0,1375,2.7
2103114,40,1430,617,254,1375,1.1,1286,2.5
2103115,46,1192,487,206,1328,1.1,714,2.1
2103116,46,1839,540,200,1375,1.1,1156,2.5
2103201,42,1512,594,160,1620,1.0,1307,3.0
2103202,52,628,385,125,1050,1.1,560,2.1
2103203,36,975,586,140,1281,1.1,1218,2.7
2103204,44,997,484,55,1031,1.2,912,2.6
2103205,38,1328,518,450,1424,1.1,1235,2.7
2103206,41,1300,480,170,1303,1.1,1052,2.6
2103207,44,1083,498,160,1211,1.1,1029,2.5
2103208,46,1192,495,165,1375,1.2,970,2.6
2103209,45,888,390,160,941,1.1,785,2.7
2103210,40,1473,580,250,1524,1.0,1178,2.8
2103211,41,1105,526,140,1481,1.0,1323,3.0
2103212,45,650,441,130,1125,1.1,982,2.5
2103213,50,932,367,155,928,1.0,645,2.1
2103301,55,739,354,77,785,1.1,634,2.1
2103302,48,1625,375,138,895,1.2,723,2.3
2103303,46,867,513,0,1328,1.1,1325,3.1
2103304,57,488,337,45,759,1.0,567,2.1
2103305,44,784,566,78,1047,1.0,838,2.5
2103306,49,1114,457,155,972,1.1,729,2.3
2103307,51,587,355,0,762,1.1,662,2.3
2103308,52,743,374,50,780,1.1,675,2.3
2103309,48,727,354,200,660,1.1,574,2.1
2103310,60,433,305,0,581,1.1,435,1.9
2103311,47,602,411,40,1083,1.3,824,2.1
2103312,40,510,351,50,844,1.1,713,2.6
2103313,41,1300,448,0,1009,1.1,891,2.6
2103314,54,530,361,100,806,1.1,539,2.0
2103315,51,867,392,100,979,1.1,891,2.3
2103316,44,856,441,0,911,1.1,778,2.6
2103317,42,1083,464,0,912,1.1,840,2.6
2103318,56,520,389,150,1035,1.1,733,2.1
2103319,50,578,358,80,956,1.1,492,2.0
2103320,45,737,346,150,772,1.0,593,2.2
2103321,56,997,343,120,706,1.1,565,1.8
2103322,52,650,386,125,916,1.1,617,2.0
2103401,31,1821,697,300,1545,1.1,1492,3.3
2103402,33,2167,636,0,1879,1.0,1788,3.3
2103403,41,1647,488,181,1451,1.1,1382,3.3
2103404,34,1567,718,0,2031,1.1,2218,4.0
2103405,42,1647,581,75,1575,1.1,1718,2.8
2103406,35,1733,680,280,1571,1.0,1429,2.7
2103407,40,1733,544,270,1678,1.1,1447,3.1
2103408,36,1723,456,253,1156,1.1,833,2.4
2103409,35,2011,632,245,1583,1.1,1617,3.2
2103410,45,1980,818,175,1928,1.1,1452,2.9
2103411,40,1733,651,50,1874,1.1,1650,2.6
2103501,37,1600,525,250,1156,1.1,1152,2.9
2103502,38,1300,481,185,1018,1.1,931,2.5
2103503,37,1235,566,265,1292,1.1,1281,2.9
2103504,39,1733,544,50,1681,1.0,1616,3.2
2103505,37,1300,465,230,1325,1.1,939,2.7
2103506,37,1700,592,215,1521,1.1,1421,2.6
2103507,37,1400,496,200,1660,1.1,1270,3.0
2103508,49,1380,585,120,1937,1.1,1522,2.4
2103509,38,1517,651,0,1430,1.1,1514,3.1
2103510,44,1700,572,50,1487,1.1,1093,2.6
2103511,40,650,530,150,1031,1.1,1151,2.8
2103512,44,1018,358,100,872,1.1,756,2.6
2103513,45,1021,445,50,1085,1.1,974,2.5
2103514,40,1810,659,270,1741,1.1,1560,2.8
2103515,38,1733,590,0,1274,1.1,1202,3.0
2103516,38,1400,565,300,1571,1.1,1431,2.9
2103601,53,1083,361,210,1016,1.0,776,2.1
2103602,41,1600,567,46,1639,1.1,1410,2.8
2103603,43,2817,618,225,1375,1.1,1212,2.8
2103604,40,1395,533,100,1011,1.1,949,2.6
2103605,43,1118,532,210,1274,1.1,1343,2.6
2103606,43,1203,568,130,2333,1.1,1708,2.7
2103607,44,2167,571,237,1391,1.1,1408,2.9
2103608,40,1000,669,200,1583,1.1,1321,3.0
2103609,40,2234,568,0,1730,1.1,1519,3.1
2103610,40,1387,572,346,1555,1.1,1287,2.8
2103611,41,1200,504,138,1410,1.1,1034,2.6
2103612,41,1950,516,0,1468,1.1,1390,2.9
2103613,44,1213,511,160,1148,1.0,949,2.2
2103614,32,1950,712,450,1619,1.2,1694,3.4
2103615,37,1213,486,220,1181,1.0,981,2.6
2103616,46,1255,425,180,986,1.0,767,2.3
2103701,43,1300,484,240,1215,1.0,1085,2.4
2103702,37,1517,498,210,1399,1.1,900,2.0
2103703,39,1484,548,275,1192,1.1,1190,2.5
2103704,34,1112,540,233,1208,1.1,1158,2.8
2103705,36,1317,432,165,1039,1.1,720,2.0
2103706,41,1257,538,170,1187,1.0,823,1.8
2103707,43,1376,608,180,1536,1.2,906,2.0
2103708,0,0,0,0,0,0,0,0
2103709,33,1582,508,280,1154,1.0,900,2.3
2103710,54,1712,314,270,1171,1.0,939,1.9
2103711,41,1352,587,200,1562,1.1,1144,2.3
2103712,33,1300,560,250,1353,1.0,1096,2.2
2103713,36,1517,537,250,1437,1.1,1031,2.2
2103714,47,1595,520,285,1107,1.0,941,2.2
2103715,41,1400,509,280,1327,1.1,977,2.4
2103716,33,1440,578,243,1228,1.1,928,2.1
2103717,37,1642,548,263,1184,1.1,1021,2.2
2103718,34,953,584,258,959,1.1,836,2.2
2103719,40,1300,519,255,1789,1.0,1152,2.3
2103720,43,1083,475,198,1137,1.0,777,2.1
2103721,40,1452,581,270,1437,1.1,1301,2.6
2103722,39,1408,547,225,1375,1.0,1097,2.3
2103723,38,1528,561,200,1325,1.1,1048,2.2
2103724,37,1337,546,278,1481,1.1,934,2.1
2103725,42,1842,565,170,1350,1.1,1271,2.5
2103726,45,1733,476,220,1333,1.1,866,2.2
2103727,41,1343,469,200,1116,1.1,771,2.0
2103728,44,1582,542,260,1413,1.1,871,1.8
2103729,37,1586,588,230,1132,1.1,993,2.1
2103730,47,1853,568,315,1471,1.1,962,2.4
2103731,41,1679,608,260,1550,1.1,1114,2.2
2103732,40,1612,538,260,1015,1.0,1102,2.5
2103801,38,650,369,200,909,1.1,747,2.5
2103802,40,867,408,225,1068,1.1,900,2.5
2103803,51,1387,385,215,807,1.0,818,2.4
2103804,26,964,341,153,716,1.1,710,2.9
2103805,42,1293,361,220,766,1.1,656,2.2
2103806,39,1200,351,86,894,1.1,507,2.1
2103807,38,1083,408,205,1062,1.1,908,2.4
2103808,36,1083,434,190,1034,1.1,939,2.3
2103809,44,867,357,165,1013,1.1,670,2.1
2103810,39,1083,393,202,876,1.1,857,2.5
2103811,36,1020,370,195,859,1.1,756,2.6
2103812,37,932,482,185,1053,1.1,741,2.5
2103813,30,1733,610,290,1315,1.1,1293,3.0
2103814,38,1083,477,213,938,1.1,870,2.4
2103815,31,1300,436,211,939,1.1,906,2.7
2103816,39,880,405,220,1045,1.1,736,2.5
2103817,32,1517,440,200,1158,1.1,1053,2.9
2103818,30,728,365,144,764,1.2,708,2.9
2103819,34,1300,397,200,1192,1.1,987,2.7
2103820,32,1322,484,230,1231,1.1,1158,3.0
2103821,36,1300,402,179,1113,1.0,918,2.5
2103822,32,1625,483,220,1312,1.1,1312,3.4
2103823,31,1842,649,332,1553,1.1,1279,2.6
2103824,37,1603,588,250,1390,1.0,1015,2.6
2103825,42,1150,336,220,753,1.1,667,2.3
2103826,30,910,351,205,840,1.2,688,2.6
2103827,38,993,359,200,833,1.1,644,2.2
2103828,35,1083,368,120,608,1.2,523,2.2
2103829,34,813,348,170,709,1.2,625,2.3
2103830,39,1300,364,170,712,1.2,638,2.4
2103831,33,1074,389,140,881,1.1,700,2.2
2103832,34,1213,346,184,633,1.1,654,2.4
2103833,41,1192,340,185,785,1.1,700,2.1
2103834,37,867,309,167,583,1.1,433,2.2
2103835,37,1300,304,260,833,1.1,630,2.6
2103836,40,1186,325,190,773,1.1,736,2.4
2103837,41,1019,352,200,1011,1.1,727,2.2
2103838,42,1018,348,200,740,1.1,676,2.4
2103839,49,1083,438,180,1053,1.1,691,2.2
2103840,37,867,452,170,862,1.1,825,2.5
2103841,48,737,351,280,900,1.1,825,2.3
2103842,43,1368,345,87,900,1.1,510,2.2
2103843,37,1040,317,185,695,1.1,633,2.3
2103844,38,943,374,210,954,1.1,755,2.3
2103845,41,1343,385,175,887,1.1,769,2.3
2103846,19,5600,700,0,2666,1.1,1899,2.6
2103847,39,1040,628,240,1149,1.1,917,2.0
2103848,45,1075,333,135,685,1.1,570,1.9
2103849,42,607,336,140,712,1.2,524,2.1
2103850,39,820,351,165,810,1.1,631,2.3
2103851,40,1625,441,240,1916,1.1,1860,3.4
2103852,41,1700,544,200,1458,1.0,1192,2.8
2103853,16,0,350,0,0,0,0,0
2103854,39,1359,372,235,945,1.0,1067,2.5
2103855,35,1343,367,210,956,1.1,869,2.7
2103856,31,1192,423,211,1065,1.1,943,2.9
2103857,32,1083,326,180,1009,1.1,907,2.6
2103858,30,1733,547,235,1083,1.1,1031,3.0
2103859,37,953,355,185,729,1.1,556,2.2
2103860,36,816,338,187,836,1.1,555,2.3
2103861,41,1083,366,148,809,1.1,656,2.2
2103862,29,0,1375,0,0,0,0,0
2103863,12,0,250,120,0,1.0,350,3.0
2103864,38,1322,402,138,938,1.1,792,2.5
2103865,29,1404,495,270,1305,1.1,1416,3.1
2103866,48,978,353,191,808,1.1,738,2.2
2103867,38,1975,491,0,1949,1.1,1675,3.4
2103868,40,1300,419,305,1571,1.1,1428,3.2
2103869,16,0,0,0,2708,1.1,2399,2.5
2103870,38,2124,578,248,1640,1.1,1444,3.1
2103871,36,1319,439,173,1406,1.0,1163,2.9
2103872,31,1209,462,205,1204,1.1,911,2.9
2103873,42,1517,434,140,1070,1.1,866,2.4
2103874,30,1429,443,290,1125,1.1,1075,3.0
2103875,31,1083,481,220,1104,1.1,1089,2.7
2103876,38,1051,378,200,919,1.1,806,2.3
2103901,34,2600,541,260,1730,1.0,1166,2.1
2103902,41,1133,571,380,1863,1.0,1325,2.3
2103903,39,1500,565,295,1600,1.1,1125,2.1
2103904,36,1733,645,248,1684,1.1,1350,2.4
2103905,38,1777,563,250,1569,1.1,937,2.1
2103906,36,1300,663,160,2068,1.0,1180,2.2
2103907,38,1625,641,230,1490,1.1,1300,2.3
2103908,35,1343,681,250,1678,1.0,1062,2.3
2103909,42,2010,832,250,2204,1.0,1375,2.0
2103910,48,1733,804,314,2515,1.1,1583,1.7
2103911,53,1957,545,240,1062,1.1,1208,2.2
2103912,44,1000,786,278,1860,1.1,1303,2.0
2103913,35,1625,738,340,1774,1.1,1303,2.0
2103914,35,1517,687,270,1647,1.1,1254,2.1
2103915,38,1387,559,200,966,1.1,885,2.0
2103916,36,1093,512,161,962,1.1,725,1.9
2103917,35,1733,708,260,1673,1.1,1208,2.4
2103918,36,1767,729,260,1482,1.1,1390,2.3
2103919,34,1600,664,280,1786,1.1,1297,2.4
2103920,37,1300,735,240,1700,1.1,1271,2.4
2103921,42,1733,535,215,1777,1.1,1187,2.3
2103922,37,1300,613,240,1715,1.1,1592,2.6
2103923,40,1650,632,255,1738,1.1,1228,2.4
2103924,41,1300,727,268,1894,1.0,1662,2.6
2103925,41,1300,430,240,900,1.1,814,2.1
2103926,0,0,0,0,0,0,0,0
2103927,43,1333,569,271,1588,1.1,1017,2.1
2103928,41,1300,378,202,771,1.1,696,2.3
2103929,31,1300,456,220,927,1.1,828,2.1
2103930,41,1148,389,133,789,1.1,502,1.6
2103931,0,0,0,0,0,0,0,0
